Position,typr,X1,X2,id,company,batch
12.0,CH2,[2.029639580348142:40.1090531842446],440.0,cholesterol_01A,A,01
12.0,CH2,[1.9769361007908628:39.225108202959184],440.0,cholesterol_01A,A,01
24.0,CH2,[1.1307550879640762:36.54722930231657],567.0,cholesterol_01A,A,01
24.0,CH2,[1.082790055766567:38.46127192772707],567.0,cholesterol_01A,A,01
24.0,CH2,[1.1428328477101064:38.90097168392807],567.0,cholesterol_01A,A,01
24.0,CH2,[1.1465045915830592:37.979491933608514],567.0,cholesterol_01A,A,01
24.0,CH2,[1.1294593155846222:37.92356081639943],567.0,cholesterol_01A,A,01
1.0,CH2,[1.8559434031424653:38.22428570192023],489.0,cholesterol_01A,A,01
1.0,CH2,[1.8301876035651161:37.023366398483546],489.0,cholesterol_01A,A,01
1.0,CH2,[1.9242327377774358:35.39802885605089],489.0,cholesterol_01A,A,01
1.0,CH2,[1.845769900857835:35.805963942828846],489.0,cholesterol_01A,A,01
22.0,CH2,[1.3505876025430625:35.87459216592304],496.0,cholesterol_01A,A,01
22.0,CH2,[1.3786297117798625:37.41068029178374],496.0,cholesterol_01A,A,01
22.0,CH2,[1.3476452957855394:34.564039992620465],496.0,cholesterol_01A,A,01
22.0,CH2,[1.3562437798857214:37.92686171397306],496.0,cholesterol_01A,A,01
20.0,CH,[1.276072670721994:35.27661276023611],454.0,cholesterol_01A,A,01
20.0,CH,[1.339919428841802:33.962276251066065],454.0,cholesterol_01A,A,01
20.0,CH,[1.4275371489142124:36.35105889042622],454.0,cholesterol_01A,A,01
20.0,CH,[1.3658196414249961:37.34343672013466],454.0,cholesterol_01A,A,01
7.0,CH2,[2.040822097758621:31.687733467489416],965.0,cholesterol_01A,A,01
7.0,CH2,[2.003350133461844:32.520917392054436],965.0,cholesterol_01A,A,01
7.0,CH2,[2.0917865030376612:31.595778126762625],965.0,cholesterol_01A,A,01
7.0,CH2,[1.935553417705537:31.8894938097907],965.0,cholesterol_01A,A,01
7.0,CH2,[1.9320624124908061:33.49380359418626],965.0,cholesterol_01A,A,01
7.0,CH2,[2.0190481078493443:32.75726761758433],965.0,cholesterol_01A,A,01
7.0,CH2,[2.0267039181052118:30.74911066276472],965.0,cholesterol_01A,A,01
7.0,CH2,[1.9988463883112468:34.57924314876851],965.0,cholesterol_01A,A,01
7.0,CH2,[1.9975876083074593:30.922715191683356],965.0,cholesterol_01A,A,01
2.0,CH2,[1.803256113480115:32.50654975395528],340.0,cholesterol_01A,A,01
2.0,CH2,[1.897153130421973:32.173676557420016],340.0,cholesterol_01A,A,01
2.0,CH2,[1.842009420450428:31.61969600153989],340.0,cholesterol_01A,A,01
16.0,CH2,[1.8675195902273316:28.371309353676004],362.0,cholesterol_01A,A,01
16.0,CH2,[1.81361492647835:28.061420311903987],362.0,cholesterol_01A,A,01
16.0,CH2,[1.9532010170806104:28.908152514341488],362.0,cholesterol_01A,A,01
25.0,CH,[1.4994824429780251:27.4015506814688],525.0,cholesterol_01A,A,01
25.0,CH,[1.527603369936024:27.013714110031724],525.0,cholesterol_01A,A,01
25.0,CH,[1.4697181424286265:28.399225078050094],525.0,cholesterol_01A,A,01
25.0,CH,[1.482973576214566:29.45941163767487],525.0,cholesterol_01A,A,01
25.0,CH,[1.5179159303008392:27.885219323403966],525.0,cholesterol_01A,A,01
15.0,CH2,[1.5312577177515851:25.54171789787967],525.0,cholesterol_01A,A,01
15.0,CH2,[1.5759335139214428:24.235688825868866],525.0,cholesterol_01A,A,01
15.0,CH2,[1.5304497283427312:25.435229529589957],525.0,cholesterol_01A,A,01
15.0,CH2,[1.575737407973094:25.002325806015303],525.0,cholesterol_01A,A,01
15.0,CH2,[1.5713164392893442:24.681067368283305],525.0,cholesterol_01A,A,01
23.0,CH2,[1.3791487022830626:24.469125377925934],468.0,cholesterol_01A,A,01
23.0,CH2,[1.309857279973923:23.202446756835908],468.0,cholesterol_01A,A,01
23.0,CH2,[1.2861043594776274:23.870020615525736],468.0,cholesterol_01A,A,01
23.0,CH2,[1.2979956732118354:22.678624882226302],468.0,cholesterol_01A,A,01
27.0,CH3,[0.8135257812635591:21.582563525178752],468.0,cholesterol_01A,A,01
27.0,CH3,[0.8128778901187472:23.428484032147175],468.0,cholesterol_01A,A,01
27.0,CH3,[0.8962589627330045:22.698037639559445],468.0,cholesterol_01A,A,01
27.0,CH3,[0.9254729728126918:23.48785533897497],468.0,cholesterol_01A,A,01
26.0,CH3,[0.8501206529773176:22.688830127737422],383.0,cholesterol_01A,A,01
26.0,CH3,[0.8623843964086119:22.075874062060404],383.0,cholesterol_01A,A,01
26.0,CH3,[0.8483380387013055:24.56234043035268],383.0,cholesterol_01A,A,01
11.0,CH2,[1.52226059101175:21.97169065789376],355.0,cholesterol_01A,A,01
11.0,CH2,[1.4723104156068816:21.208531537106758],355.0,cholesterol_01A,A,01
11.0,CH2,[1.4744892279086157:21.114079331816814],355.0,cholesterol_01A,A,01
19.0,CH3,[1.005353396416486:20.36186314506825],454.0,cholesterol_01A,A,01
19.0,CH3,[0.9609521499281956:19.212668633309526],454.0,cholesterol_01A,A,01
19.0,CH3,[1.0350729826693128:20.28729660428105],454.0,cholesterol_01A,A,01
19.0,CH3,[0.9729634719504909:19.780980312475595],454.0,cholesterol_01A,A,01
21.0,CH3,[0.9703880642790847:17.958455604237006],397.0,cholesterol_01A,A,01
21.0,CH3,[0.9467756445520685:19.116960658060165],397.0,cholesterol_01A,A,01
21.0,CH3,[0.9151737735932225:19.32685060398174],397.0,cholesterol_01A,A,01
18.0,CH3,[0.6243071569908609:12.095086021033199],262.0,cholesterol_01A,A,01
18.0,CH3,[0.6807475731333621:12.244166941867782],262.0,cholesterol_01A,A,01
6.0,C,[5.423550658581139:119.7481306078327],447.0,cholesterol_01B,B,01
6.0,C,[5.323716366788566:121.77800959534258],447.0,cholesterol_01B,B,01
6.0,C,[5.47058501203674:122.60166470708198],447.0,cholesterol_01B,B,01
6.0,C,[5.358646359448915:121.8857375585694],447.0,cholesterol_01B,B,01
3.0,CH-OH,[3.549349014242267:72.42016811397015],390.0,cholesterol_01B,B,01
3.0,CH-OH,[3.4643801465681507:73.89160524175784],390.0,cholesterol_01B,B,01
3.0,CH-OH,[3.5555726020625964:70.73820482704296],390.0,cholesterol_01B,B,01
14.0,CH,[1.0172908654057937:57.33702864959884],383.0,cholesterol_01B,B,01
14.0,CH,[1.0041053164069225:55.85363506024339],383.0,cholesterol_01B,B,01
14.0,CH,[1.0168967383739098:56.99524692226512],383.0,cholesterol_01B,B,01
17.0,CH,[1.1055590235893662:55.812519079091196],404.0,cholesterol_01B,B,01
17.0,CH,[1.111016035568289:56.84262877470229],404.0,cholesterol_01B,B,01
17.0,CH,[1.107873757052313:55.617382811398805],404.0,cholesterol_01B,B,01
17.0,CH,[1.09390198931453:56.3914356846493],404.0,cholesterol_01B,B,01
9.0,CH,[0.920504900338993:49.46616299750769],567.0,cholesterol_01B,B,01
9.0,CH,[0.9043724483353044:49.01827135534053],567.0,cholesterol_01B,B,01
9.0,CH,[0.9201974594141316:50.31780170894586],567.0,cholesterol_01B,B,01
9.0,CH,[0.9152554091946112:50.9683779492929],567.0,cholesterol_01B,B,01
9.0,CH,[0.9298333209841266:50.360587212274],567.0,cholesterol_01B,B,01
4.0,CH2,[2.3511477191804993:41.87608386924187],1000.0,cholesterol_01B,B,01
4.0,CH2,[2.3348783813748484:42.41351016358587],1000.0,cholesterol_01B,B,01
4.0,CH2,[2.2770360399583245:42.624514898303076],1000.0,cholesterol_01B,B,01
4.0,CH2,[2.3320863104504017:42.80390806733075],1000.0,cholesterol_01B,B,01
4.0,CH2,[2.2943659445061506:41.810415228513385],1000.0,cholesterol_01B,B,01
4.0,CH2,[2.330158404962428:42.59452618419309],1000.0,cholesterol_01B,B,01
4.0,CH2,[2.3236717700165452:42.44863529909007],1000.0,cholesterol_01B,B,01
4.0,CH2,[2.2946989656690047:42.28628841988623],1000.0,cholesterol_01B,B,01
4.0,CH2,[2.2893825902235005:42.30557580796722],1000.0,cholesterol_01B,B,01
4.0,CH2,[2.3394567140587927:42.01267726281896],1000.0,cholesterol_01B,B,01
12.0,CH2,[2.052607253539004:39.55302825304436],440.0,cholesterol_01B,B,01
12.0,CH2,[2.00900359400868:40.32982325819403],440.0,cholesterol_01B,B,01
12.0,CH2,[2.016546526782714:39.90301772808153],440.0,cholesterol_01B,B,01
12.0,CH2,[1.9989787002636208:39.60836940098639],440.0,cholesterol_01B,B,01
24.0,CH2,[1.136918362654692:38.51574310077219],567.0,cholesterol_01B,B,01
24.0,CH2,[1.1209300185888555:39.15375730924236],567.0,cholesterol_01B,B,01
24.0,CH2,[1.1409442825700353:39.30032389464269],567.0,cholesterol_01B,B,01
24.0,CH2,[1.1421681971943531:38.99316397786951],567.0,cholesterol_01B,B,01
24.0,CH2,[1.1364864385282074:38.97452027213314],567.0,cholesterol_01B,B,01
1.0,CH2,[1.851981134380822:37.60809523397341],489.0,cholesterol_01B,B,01
1.0,CH2,[1.8433958678550388:37.207788799494516],489.0,cholesterol_01B,B,01
1.0,CH2,[1.874744245925812:36.66600961868363],489.0,cholesterol_01B,B,01
1.0,CH2,[1.8485899669526118:36.80198798094295],489.0,cholesterol_01B,B,01
22.0,CH2,[1.3435292008476876:36.09153072197435],496.0,cholesterol_01B,B,01
22.0,CH2,[1.3528765705932875:36.60356009726125],496.0,cholesterol_01B,B,01
22.0,CH2,[1.3425484319285133:35.65467999754016],496.0,cholesterol_01B,B,01
22.0,CH2,[1.3454145932952406:36.77562057132435],496.0,cholesterol_01B,B,01
20.0,CH,[1.3253575569073313:35.62553758674537],454.0,cholesterol_01B,B,01
20.0,CH,[1.346639809613934:35.18742541702202],454.0,cholesterol_01B,B,01
20.0,CH,[1.3758457163047375:35.98368629680874],454.0,cholesterol_01B,B,01
20.0,CH,[1.355273213808332:36.31447890671155],454.0,cholesterol_01B,B,01
7.0,CH2,[2.000274032586207:31.829244489163138],965.0,cholesterol_01B,B,01
7.0,CH2,[1.9877833778206146:32.10697246401814],965.0,cholesterol_01B,B,01
7.0,CH2,[2.0172621676792204:31.798592708920875],965.0,cholesterol_01B,B,01
7.0,CH2,[1.9651844725685124:31.896497936596898],965.0,cholesterol_01B,B,01
7.0,CH2,[1.964020804163602:32.43126786472875],965.0,cholesterol_01B,B,01
7.0,CH2,[1.9930160359497815:32.18575587252811],965.0,cholesterol_01B,B,01
7.0,CH2,[1.9955679727017372:31.516370220921573],965.0,cholesterol_01B,B,01
7.0,CH2,[1.9862821294370823:32.7930810495895],965.0,cholesterol_01B,B,01
7.0,CH2,[1.9858625361024864:31.574238397227784],965.0,cholesterol_01B,B,01
2.0,CH2,[1.8277520378267051:31.968849917985093],340.0,cholesterol_01B,B,01
2.0,CH2,[1.859051043473991:31.857892185806673],340.0,cholesterol_01B,B,01
2.0,CH2,[1.8406698068168095:31.673232000513295],340.0,cholesterol_01B,B,01
16.0,CH2,[1.8491731967424438:28.257103117892],362.0,cholesterol_01B,B,01
16.0,CH2,[1.8312049754927835:28.153806770634663],362.0,cholesterol_01B,B,01
16.0,CH2,[1.8777336723602036:28.43605083811383],362.0,cholesterol_01B,B,01
25.0,CH,[1.5131608143260085:27.800516893822934],525.0,cholesterol_01B,B,01
25.0,CH,[1.5225344566453414:27.67123803667724],525.0,cholesterol_01B,B,01
25.0,CH,[1.5032393808095421:28.133075026016698],525.0,cholesterol_01B,B,01
25.0,CH,[1.5076578587381886:28.486470545891624],525.0,cholesterol_01B,B,01
25.0,CH,[1.5193053101002798:27.96173977446799],525.0,cholesterol_01B,B,01
15.0,CH2,[1.557085905917195:24.713905965959892],525.0,cholesterol_01B,B,01
15.0,CH2,[1.5719778379738143:24.278562941956288],525.0,cholesterol_01B,B,01
15.0,CH2,[1.5568165761142438:24.678409843196654],525.0,cholesterol_01B,B,01
15.0,CH2,[1.5719124693243647:24.5341086020051],525.0,cholesterol_01B,B,01
15.0,CH2,[1.5704388130964482:24.427022456094434],525.0,cholesterol_01B,B,01
23.0,CH2,[1.3463829007610209:24.02304179264198],468.0,cholesterol_01B,B,01
23.0,CH2,[1.3232857599913077:23.60081558561197],468.0,cholesterol_01B,B,01
23.0,CH2,[1.3153681198258758:23.823340205175246],468.0,cholesterol_01B,B,01
23.0,CH2,[1.3193318910706118:23.426208294075433],468.0,cholesterol_01B,B,01
27.0,CH3,[0.8511752604211864:22.39418784172625],468.0,cholesterol_01B,B,01
27.0,CH3,[0.850959296706249:23.009494677382392],468.0,cholesterol_01B,B,01
27.0,CH3,[0.8787529875776682:22.766012546519814],468.0,cholesterol_01B,B,01
27.0,CH3,[0.8884909909375639:23.02928511299166],468.0,cholesterol_01B,B,01
26.0,CH3,[0.8567068843257726:22.62961004257914],383.0,cholesterol_01B,B,01
26.0,CH3,[0.8607947988028706:22.425291354020136],383.0,cholesterol_01B,B,01
26.0,CH3,[0.8561126795671018:23.254113476784227],383.0,cholesterol_01B,B,01
11.0,CH2,[1.4940868636705833:21.390563552631253],355.0,cholesterol_01B,B,01
11.0,CH2,[1.477436805202294:21.136177179035588],355.0,cholesterol_01B,B,01
11.0,CH2,[1.4781630759695386:21.104693110605606],355.0,cholesterol_01B,B,01
19.0,CH3,[1.0084511321388288:19.720621048356083],454.0,cholesterol_01B,B,01
19.0,CH3,[0.9936507166427319:19.337556211103173],454.0,cholesterol_01B,B,01
19.0,CH3,[1.0183576608897709:19.695765534760348],454.0,cholesterol_01B,B,01
19.0,CH3,[0.9976544906501637:19.526993437491864],454.0,cholesterol_01B,B,01
21.0,CH3,[0.9301293547596949:18.452818534745667],397.0,cholesterol_01B,B,01
21.0,CH3,[0.9222585481840229:18.838986886020056],397.0,cholesterol_01B,B,01
21.0,CH3,[0.9117245911977409:18.908950201327247],397.0,cholesterol_01B,B,01
18.0,CH3,[0.6614357189969536:11.965028673677732],262.0,cholesterol_01B,B,01
18.0,CH3,[0.680249191044454:12.014722313955927],262.0,cholesterol_01B,B,01
6.0,C,[5.717753292905696:111.94065303916351],447.0,cholesterol_01C,C,01
6.0,C,[5.218581833942832:122.09004797671291],447.0,cholesterol_01C,C,01
6.0,C,[5.952925060183702:126.20832353540987],447.0,cholesterol_01C,C,01
6.0,C,[5.393231797244577:122.628687792847],447.0,cholesterol_01C,C,01
3.0,CH-OH,[3.6667450712113334:74.90084056985076],390.0,cholesterol_01C,C,01
3.0,CH-OH,[3.2419007328407545:82.25802620878926],390.0,cholesterol_01C,C,01
3.0,CH-OH,[3.697863010312981:66.4910241352148],390.0,cholesterol_01C,C,01
14.0,CH,[1.0464543270289686:59.48514324799424],383.0,cholesterol_01C,C,01
14.0,CH,[0.9805265820346126:52.06817530121698],383.0,cholesterol_01C,C,01
14.0,CH,[1.044483691869549:57.776234611325606],383.0,cholesterol_01C,C,01
17.0,CH,[1.1277951179468302:54.66259539545597],404.0,cholesterol_01C,C,01
17.0,CH,[1.1550801778414446:59.81314387351145],404.0,cholesterol_01C,C,01
17.0,CH,[1.1393687852615646:53.68691405699401],404.0,cholesterol_01C,C,01
17.0,CH,[1.0695099465726499:57.557178423246505],404.0,cholesterol_01C,C,01
9.0,CH,[0.9225245016949648:46.93081498753845],567.0,cholesterol_01C,C,01
9.0,CH,[0.8418622416765218:44.69135677670266],567.0,cholesterol_01C,C,01
9.0,CH,[0.9209872970706574:51.18900854472927],567.0,cholesterol_01C,C,01
9.0,CH,[0.8962770459730562:54.44188974646448],567.0,cholesterol_01C,C,01
9.0,CH,[0.9691666049206329:51.40293606136998],567.0,cholesterol_01C,C,01
4.0,CH2,[2.475738595902497:40.180419346209355],1000.0,cholesterol_01C,C,01
4.0,CH2,[2.394391906874242:42.86755081792936],1000.0,cholesterol_01C,C,01
4.0,CH2,[2.105180199791623:43.9225744915154],1000.0,cholesterol_01C,C,01
4.0,CH2,[2.3804315522520096:44.81954033665377],1000.0,cholesterol_01C,C,01
4.0,CH2,[2.1918297225307533:39.85207614256695],1000.0,cholesterol_01C,C,01
4.0,CH2,[2.3707920248121397:43.77263092096547],1000.0,cholesterol_01C,C,01
4.0,CH2,[2.338358850082727:43.04317649545035],1000.0,cholesterol_01C,C,01
4.0,CH2,[2.1934948283450235:42.231442099431185],1000.0,cholesterol_01C,C,01
4.0,CH2,[2.1669129511175025:42.327879039836134],1000.0,cholesterol_01C,C,01
4.0,CH2,[2.4172835702939635:40.86338631409483],1000.0,cholesterol_01C,C,01
12.0,CH2,[2.2230362676950213:38.565141265221804],440.0,cholesterol_01C,C,01
12.0,CH2,[2.0050179700434:42.44911629097018],440.0,cholesterol_01C,C,01
12.0,CH2,[2.0427326339135705:40.31508864040767],440.0,cholesterol_01C,C,01
12.0,CH2,[1.954893501318105:38.84184700493198],440.0,cholesterol_01C,C,01
24.0,CH2,[1.1245918132734605:34.578715503860955],567.0,cholesterol_01C,C,01
24.0,CH2,[1.0446500929442786:37.76878654621178],567.0,cholesterol_01C,C,01
24.0,CH2,[1.1447214128501775:38.50161947321345],567.0,cholesterol_01C,C,01
24.0,CH2,[1.1508409859717657:36.96581988934753],567.0,cholesterol_01C,C,01
24.0,CH2,[1.1224321926410372:36.87260136066572],567.0,cholesterol_01C,C,01
1.0,CH2,[1.859905671904109:38.840476169867046],489.0,cholesterol_01C,C,01
1.0,CH2,[1.8169793392751936:36.838943997472576],489.0,cholesterol_01C,C,01
1.0,CH2,[1.9737212296290594:34.130048093418154],489.0,cholesterol_01C,C,01
1.0,CH2,[1.8429498347630584:34.809939904714746],489.0,cholesterol_01C,C,01
22.0,CH2,[1.3576460042384375:35.65765360987173],496.0,cholesterol_01C,C,01
22.0,CH2,[1.4043828529664373:38.21780048630623],496.0,cholesterol_01C,C,01
22.0,CH2,[1.3527421596425657:33.473399987700766],496.0,cholesterol_01C,C,01
22.0,CH2,[1.3670729664762022:39.07810285662176],496.0,cholesterol_01C,C,01
20.0,CH,[1.2267877845366564:34.92768793372686],454.0,cholesterol_01C,C,01
20.0,CH,[1.3331990480696698:32.73712708511012],454.0,cholesterol_01C,C,01
20.0,CH,[1.4792285815236872:36.718431484043705],454.0,cholesterol_01C,C,01
20.0,CH,[1.3763660690416601:38.372394533557774],454.0,cholesterol_01C,C,01
7.0,CH2,[2.0813701629310355:31.54622244581569],965.0,cholesterol_01C,C,01
7.0,CH2,[2.0189168891030738:32.93486232009073],965.0,cholesterol_01C,C,01
7.0,CH2,[2.166310838396102:31.392963544604374],965.0,cholesterol_01C,C,01
7.0,CH2,[1.9059223628425614:31.882489682984502],965.0,cholesterol_01C,C,01
7.0,CH2,[1.9001040208180102:34.55633932364377],965.0,cholesterol_01C,C,01
7.0,CH2,[2.0450801797489073:33.32877936264056],965.0,cholesterol_01C,C,01
7.0,CH2,[2.0578398635086868:29.981851104607873],965.0,cholesterol_01C,C,01
7.0,CH2,[2.011410647185411:36.36540524794752],965.0,cholesterol_01C,C,01
7.0,CH2,[2.009312680512432:30.271191986138927],965.0,cholesterol_01C,C,01
2.0,CH2,[1.778760189133525:33.044249589925464],340.0,cholesterol_01C,C,01
2.0,CH2,[1.935255217369955:32.489460929033356],340.0,cholesterol_01C,C,01
2.0,CH2,[1.8433490340840466:31.56616000256648],340.0,cholesterol_01C,C,01
16.0,CH2,[1.8858659837122194:28.48551558946001],362.0,cholesterol_01C,C,01
16.0,CH2,[1.796024877463917:27.96903385317331],362.0,cholesterol_01C,C,01
16.0,CH2,[2.0286683618010173:29.380254190569147],362.0,cholesterol_01C,C,01
25.0,CH,[1.485804071630042:27.00258446911467],525.0,cholesterol_01C,C,01
25.0,CH,[1.5326722832267066:26.356190183386207],525.0,cholesterol_01C,C,01
25.0,CH,[1.4361969040477107:28.665375130083486],525.0,cholesterol_01C,C,01
25.0,CH,[1.4582892936909433:30.432352729458113],525.0,cholesterol_01C,C,01
25.0,CH,[1.5165265505013987:27.808698872339946],525.0,cholesterol_01C,C,01
15.0,CH2,[1.5054295295859752:26.369529829799454],525.0,cholesterol_01C,C,01
15.0,CH2,[1.579889189869071:24.192814709781445],525.0,cholesterol_01C,C,01
15.0,CH2,[1.5040828805712187:26.19204921598326],525.0,cholesterol_01C,C,01
15.0,CH2,[1.5795623466218232:25.470543010025505],525.0,cholesterol_01C,C,01
15.0,CH2,[1.5721940654822404:24.935112280472175],525.0,cholesterol_01C,C,01
23.0,CH2,[1.4119145038051044:24.91520896320989],468.0,cholesterol_01C,C,01
23.0,CH2,[1.2964287999565383:22.804077928059844],468.0,cholesterol_01C,C,01
23.0,CH2,[1.2568405991293787:23.916701025876225],468.0,cholesterol_01C,C,01
23.0,CH2,[1.276659455353059:21.931041470377167],468.0,cholesterol_01C,C,01
27.0,CH3,[0.7758763021059318:20.77093920863125],468.0,cholesterol_01C,C,01
27.0,CH3,[0.7747964835312453:23.847473386911958],468.0,cholesterol_01C,C,01
27.0,CH3,[0.9137649378883408:22.630062732599075],468.0,cholesterol_01C,C,01
27.0,CH3,[0.9624549546878198:23.946425564958286],468.0,cholesterol_01C,C,01
26.0,CH3,[0.8435344216288627:22.7480502128957],383.0,cholesterol_01C,C,01
26.0,CH3,[0.863973994014353:21.726456770100672],383.0,cholesterol_01C,C,01
26.0,CH3,[0.8405633978355093:25.870567383921134],383.0,cholesterol_01C,C,01
11.0,CH2,[1.5504343183529163:22.552817763156263],355.0,cholesterol_01C,C,01
11.0,CH2,[1.4671840260114692:21.280885895177928],355.0,cholesterol_01C,C,01
11.0,CH2,[1.470815379847693:21.123465553028023],355.0,cholesterol_01C,C,01
19.0,CH3,[1.0022556606941433:21.003105241780414],454.0,cholesterol_01C,C,01
19.0,CH3,[0.9282535832136591:19.087781055515876],454.0,cholesterol_01C,C,01
19.0,CH3,[1.0517883044488547:20.878827673801748],454.0,cholesterol_01C,C,01
19.0,CH3,[0.9482724532508181:20.03496718745933],454.0,cholesterol_01C,C,01
21.0,CH3,[1.0106467737984746:17.464092673728345],397.0,cholesterol_01C,C,01
21.0,CH3,[0.9712927409201143:19.394934430100278],397.0,cholesterol_01C,C,01
21.0,CH3,[0.9186229559887042:19.744751006636232],397.0,cholesterol_01C,C,01
18.0,CH3,[0.5871785949847682:12.225143368388663],262.0,cholesterol_01C,C,01
18.0,CH3,[0.68124595522227:12.473611569779637],262.0,cholesterol_01C,C,01
6.0,C,[5.2310518488418785:124.13359204142138],447.0,cholesterol_02A,A,02
6.0,C,[5.53084466147265:123.69937333591655],447.0,cholesterol_02A,A,02
6.0,C,[5.301965279510603:124.10868348328913],447.0,cholesterol_02A,A,02
6.0,C,[5.411918959487762:118.87598649143813],447.0,cholesterol_02A,A,02
3.0,CH-OH,[3.417170100501556:72.40644796051602],390.0,cholesterol_02A,A,02
3.0,CH-OH,[3.529359671801639:70.81283039142056],390.0,cholesterol_02A,A,02
3.0,CH-OH,[3.515329221725586:69.54678388058325],390.0,cholesterol_02A,A,02
14.0,CH,[1.0602619505522721:58.267581207210704],383.0,cholesterol_02A,A,02
14.0,CH,[1.0144632159475924:55.40316713928454],383.0,cholesterol_02A,A,02
14.0,CH,[0.9501422348169629:57.996149967401884],383.0,cholesterol_02A,A,02
17.0,CH,[1.1048075310387309:55.861535046805976],404.0,cholesterol_02A,A,02
17.0,CH,[1.056161665797921:55.165229265869115],404.0,cholesterol_02A,A,02
17.0,CH,[1.0444992607576704:55.27344816333841],404.0,cholesterol_02A,A,02
17.0,CH,[1.1059617287345938:55.7557922071996],404.0,cholesterol_02A,A,02
9.0,CH,[0.8709373578834284:50.80449333106951],567.0,cholesterol_02A,A,02
9.0,CH,[0.9033567676971472:51.745401050787464],567.0,cholesterol_02A,A,02
9.0,CH,[0.9485686888349207:51.00741253289258],567.0,cholesterol_02A,A,02
9.0,CH,[0.9200244287387729:52.83116511953525],567.0,cholesterol_02A,A,02
9.0,CH,[0.9314146181375449:46.950998395703444],567.0,cholesterol_02A,A,02
4.0,CH2,[2.2745814141891687:44.64528864110632],1000.0,cholesterol_02A,A,02
4.0,CH2,[2.3744399289331874:41.53231075676501],1000.0,cholesterol_02A,A,02
4.0,CH2,[2.3189628494289924:42.49284452335393],1000.0,cholesterol_02A,A,02
4.0,CH2,[2.368121871123118:42.82786124825552],1000.0,cholesterol_02A,A,02
4.0,CH2,[2.294413308358241:41.345984082166716],1000.0,cholesterol_02A,A,02
4.0,CH2,[2.2529387451730716:43.47377104025978],1000.0,cholesterol_02A,A,02
4.0,CH2,[2.3006184178882756:42.33578390994234],1000.0,cholesterol_02A,A,02
4.0,CH2,[2.3125885458959967:40.23337187707047],1000.0,cholesterol_02A,A,02
4.0,CH2,[2.3974405046311014:43.17649069592887],1000.0,cholesterol_02A,A,02
4.0,CH2,[2.304035628994946:41.97192869138873],1000.0,cholesterol_02A,A,02
12.0,CH2,[2.00521766235943:41.26201430307028],440.0,cholesterol_02A,A,02
12.0,CH2,[2.0212038167440944:37.47730810802005],440.0,cholesterol_02A,A,02
12.0,CH2,[2.0695866211943432:39.91420792704325],440.0,cholesterol_02A,A,02
12.0,CH2,[2.085089016855843:38.08807194705438],440.0,cholesterol_02A,A,02
